date,plant_name,electricity_gen,fuel_cost
2024-02-19,Ghorasal TPP (Unit-1&2),0.0,0.0
2024-02-19,Ghorasal Repowered CCPP:Unit-3 (GT,0.0,0.0
2024-02-19,Ghorasal Repowered CCPP Unit-4,3971000.0,17035590.0
2024-02-19,Ghorasal TPP Unit-5,0.0,0.0
2024-02-19,Ghorasal 365 MW CCPP Unit-7,0.0,0.0
2024-02-19,Ghorashal 108 MW PP (Regent),184000.0,702880.0
2024-02-19,Ghorashal 78.5 MW PP(MAX),0.0,0.0
2024-02-19,Haripur  412 MW CCPP,6490800.0,18693504.0
2024-02-19,Haripur 360 MW CCPP(HPL),0.0,0.0
2024-02-19,Plant Removed,,
2024-02-19,Haripur GTPP,0.0,0.0
2024-02-19,Meghnaghat 450 MW CCPP(MPL),0.0,0.0
2024-02-19,Meghnaghat CCPP(Summit),0.0,0.0
2024-02-19,Meghnaghat 100 MW(IEL),336000.0,6501600.000000001
2024-02-19,Madanganj 102 PP(Summit),1043056.0,21758148.16
2024-02-19,Madanganj-55 MW PP(Summit),230326.0,3959303.9400000004
2024-02-19,Siddhirganj 335 MW CCPP,7501767.0,22880389.349999998
2024-02-19,210 MW Siddhirgonj TPP,0.0,0.0
2024-02-19,Siddhirgonj 2*120 MW GTPP ,281000.0,1503350.0
2024-02-19,Siddhirganj 100 PP(Dutch Bangla),300480.0,5790249.6
2024-02-19,Gagnagar 102 MW PP (Digital Power),592560.0,11021616.0
2024-02-19,Kodda 150 MW PP,1538880.0,28346169.6
2024-02-19,Keraniganj 100 MW PP (Powerpac),495104.0,8986137.6
2024-02-19,Bosila 108 MW PP(CLC),0.0,0.0
2024-02-19,Pagla (DPA ),0.0,0.0
2024-02-19,Katpotti 52 MW PP (Sinha),0.0,0.0
2024-02-19,Kamalaghat 54 MW PP(Banco Energy),38880.0,709948.8
2024-02-19,Manikganj 55 MW PP (Northern),39929.0,638464.71
2024-02-19,Nababganj 55 MW PP (Southern power ),39536.0,723113.44
2024-02-19,Narshingdi 22 MW PP  (Doreen),0.0,0.0
2024-02-19,Summit Ashulia,456000.0,342000.0
2024-02-19,Summit Madhabdi,524160.0,0.0
2024-02-19,Maona 33 MW PP(Summit),730100.0,0.0
2024-02-19,Rupganj 33 MW PP(Summit) ,452400.0,0.0
2024-02-19,Gazipur 52 MW PP,196320.0,3516091.2
2024-02-19,Tongi 80 MW GTPP,0.0,0.0
2024-02-19,"Karnaphuli Hydro PP Unit-1, 2 & 3",949020.0,0.0
2024-02-19,Karnaphuli Hydro PP Unit-4 & 5,0.0,0.0
2024-02-19,Chattogram TPP-1 ,0.0,0.0
2024-02-19,Chattogram TPP-2,0.0,0.0
2024-02-19,Raozan 25 MW PP,136346.0,2582393.24
2024-02-19,Sikalbaha 225MW CCPP (Gas),5008992.0,15978684.48
2024-02-19,Sikalbaha 225MW CCPP(Oil),0.0,0.0
2024-02-19,Sikalbaha 150MW GTPP,0.0,0.0
2024-02-19,Sikalbaha 150MW GTPP(Oil),0.0,0.0
2024-02-19,Plant Removed,,
2024-02-19,Tangail Palli Power Gen 22 MW,40080.0,703804.7999999999
2024-02-19,Hathazari 100 MW peaking PP,809856.0,14261564.16
2024-02-19,Dohazari -Kalaish 100 MW Peaking,889060.0,15923064.6
2024-02-19,Juldah 100 MW Unit-1 (Acorn),353880.0,6557396.4
2024-02-19,Chattogram 108 MW PP (ECPV),0.0,0.0
2024-02-19,Patenga 50MW PP (Baraka),200160.0,3294633.6
2024-02-19,Barabkunda  22 MW PP (Regent),182112.0,677456.64
2024-02-19,"Malancha, Ctg. EPZ (United)",485760.0,0.0
2024-02-19,Ashuganj TPP Unit- 3,0.0,0.0
2024-02-19,Ashuganj TPP Unit- 4,0.0,0.0
2024-02-19,Ashuganj TPP Unit- 5,0.0,0.0
2024-02-19,Ashuganj 450 MW CCPP(North),0.0,0.0
2024-02-19,Ashuganj 450 MW CCPP(South),6278000.0,19210680.0
2024-02-19,Ashuganj 225 MW  CCPP ,3400000.0,11288000.0
2024-02-19,Ashuganj 195 MW PP (APSCL-United) ,0.0,0.0
2024-02-19,Chandpur 150 MW CCPP,0.0,0.0
2024-02-19,Ashuganj 50 MW PP ,1103040.0,3717244.8000000003
2024-02-19,Ashuganj 55 MW PP  (Precision) ,862560.0,3778012.8
2024-02-19,Ashuganj 53MW PP (United),0.0,0.0
2024-02-19,Ashuganj  51 MW PP (Midland),1230959.0,4936145.59
2024-02-19,B.Baria (Aggreko) 85MW,0.0,0.0
2024-02-19,Titas 50 MW Peaking PP,459856.0,8236020.96
2024-02-19,Jangalia 52 MW PP (Lakdanavi),146842.0,2643156.0
2024-02-19,Feni  22 MW PP (Doreen),0.0,0.0
2024-02-19,Feni 11 MW PP  (Doreen),212400.0,159300.0
2024-02-19,Jangalia 33 MW PP (Summit) ,817700.0,3041844.0
2024-02-19,Cumilla 25 MW PP (Summit),266110.0,199582.5
2024-02-19,Impoprt (Tripura),2263680.0,14849740.799999999
2024-02-19,RPCL 210MW CCPP,1258560.0,3914121.5999999996
2024-02-19,Jamalpur 95 MW PP(Powerpac),0.0,0.0
2024-02-19,Tangail  22 MW PP (Doreen),0.0,0.0
2024-02-19,Sarishabari 3 MW Solar Plant,13300.0,0.0
2024-02-19,Fenchugonj CCPP Phase-1,825000.0,3217500.0
2024-02-19,Fenchugonj CCPP Phase-2,968400.0,3612132.0
2024-02-19,Fenchugonj 51 MW PP  (Barakatullah) ,0.0,0.0
2024-02-19,Fenchuganj  44 MW (Energyprima),143568.0,653234.4
2024-02-19,Kushiara 163 MW CCPP (KP),3616854.0,12369640.68
2024-02-19,Shajibazar 330 MW CCPP,0.0,0.0
2024-02-19,Shahjibazar GTPP Unit- 8 & 9 ,668352.0,3709353.6
2024-02-19,Shahjibazar 86 MW PP (Shahjibazar),0.0,0.0
2024-02-19,Shahjibazar  50MW PP (EPL)  ,0.0,0.0
2024-02-19,Sylhet 225 MW CCPP,5251530.0,14651768.7
2024-02-19,Sylhet  20 MW GTPP,186000.0,1223880.0
2024-02-19, Sylhet  50 MW PP (EPL),0.0,0.0
2024-02-19,Sylhet 10MW PP (Desh)  ,192420.0,769680.0
2024-02-19,Bibiana-II 341 MW CCPP (Summit),7137000.0,22053330.0
2024-02-19,Shahjahanulla 25 MW PP,361488.0,271116.0
2024-02-19,Hobiganj  11 MW PP Cofidence-E,34512.0,26229.12
2024-02-19,Daudkandi 200 MW PP (B.Trac),0.0,0.0
2024-02-19,Kodda 300 MW PP Unit-2 (Summit) ,1520509.0,31398510.849999998
2024-02-19, Keranigonj 300 MW PP (APR),0.0,0.0
2024-02-19, Bramhangoan 100 MW PP (Aggreko),0.0,0.0
2024-02-19, Mymensingh 200 MW PP (United),204000.0,3896400.0000000005
2024-02-19,Aurahati 100MW PP (Aggreko),0.0,0.0
2024-02-19,Kodda 149 MW PP Unit-1 (Summit) ,559296.0,9977840.64
2024-02-19,Teknaf  20MW PP (Solartech),136215.0,0.0
2024-02-19,Juldah 100 MW PP Unit-3 (Acorn),473280.0,8173545.6
2024-02-19,Chandpur 200 MW (Desh energy),393120.0,6918912.000000001
2024-02-19,Ashuganj 150 MW PP (Midland),252581.0,4253464.04
2024-02-19,Bibiyana-III  400 MW CCPP,7661000.0,20301650.0
2024-02-19,Jamalpur 115 MW PP (United),991200.0,14679672.0
2024-02-19,Gazipur 100 MW PP,786240.0,14152320.0
2024-02-19,Sikalbaha 105 MW PP (Baraka Sikalbaha),332872.0,5775329.2
2024-02-19,Kaptai 7 MW  Solar PP,27723.0,0.0
2024-02-19,Anwara 300 MW PP (United),1324800.0,24561792.0
2024-02-19,Jodiac Power,128996.0,2518001.92
2024-02-19,Karnaphuli Power Ltd.,352108.0,5612601.52
2024-02-19,Feni Lanka Power,1544700.0,28329798.0
2024-02-19,Chowmuhani 113 MW,688800.0,12763464.0
2024-02-19,Juldah unit-2 (Acorn),469440.0,8360726.399999999
2024-02-19,Bibiyana South 400 MW,7676800.0,20420288.0
2024-02-19,Meghnaghat 104 MW PP (OPCL),286080.0,4783257.6
2024-02-19,Sutiakhali 50 MW Solar PP,266910.0,0.0
2024-02-19,Manikgonj 162MW PP(MPGL),194400.0,3555576.0
2024-02-19,Anlima Energy Ltd.,337473.0,5737041.0
2024-02-19,Shahjibazar 100 MW GTPP,0.0,0.0
2024-02-19,Bhairob 54.5 MW,167760.0,2934122.4
2024-02-19,Spectra Solar Plant Ltd.,178741.0,0.0
2024-02-19,Chandpur 115(Doreen) ,274560.0,4543968.0
2024-02-19,Kanchan Purbachal Power Generation  Ltd.,61200.0,1047744.0000000001
2024-02-19,Ashuganj 420 MW CCPP(East),7021000.0,20852370.0
2024-02-19,Mirsharai 150 MW (Oil),685818.0,12269284.02
2024-02-19,Mirsharai 150 MW (Gas),0.0,0.0
2024-02-19,SS Power I,7614544.0,53073371.68
2024-02-19,Cox's Bazar Wind,122880.0,0.0
2024-02-19,Matarbari 2*600 MW (CPGCL),3832727.0,22613089.3
2024-02-19,Meghnaghat Unique power,0.0,0.0
2024-02-19,Summit Meghanghat-2 589 MW(Gas),9090455.0,0.0
2024-02-19,EasternBlank,,
2024-02-19,Bheramara (HVDC ),12542545.0,36875082.3
2024-02-19,Bheramara GTPP Unit-3,0.0,0.0
2024-02-19,Bheramara 410 MW CCPP,0.0,0.0
2024-02-19,Khulna  115 MW PP  (KPCL-1 & 3),0.0,0.0
2024-02-19,Khulna 115 PP MW (KPCL-2),0.0,0.0
2024-02-19,Khulna  225 MW CCPP,0.0,0.0
2024-02-19,Khulna 60MW,0.0,0.0
2024-02-19,Khulna (Aggreeco) 55MW,0.0,0.0
2024-02-19,Faridpur 50 MW Peaking PP,186720.0,3512203.1999999997
2024-02-19,Gopalganj 100 MW Peaking PP,141312.0,2658078.7199999997
2024-02-19,Noapara 40 MW PP (Khanjahan Ali),0.0,0.0
2024-02-19,Bhola 225 MW  CCPP,1227000.0,3877320.0
2024-02-19,Bhola  33 MW PP (Venture),132242.0,626827.0800000001
2024-02-19,Barisal 110 MW PP (Summit ),98208.0,1693105.92
2024-02-19,Barisal GT PP Unit-1& 2,0.0,0.0
2024-02-19,Baghabari 100 MW GTPP,0.0,0.0
2024-02-19,Baghabari 71 MW GTPP,0.0,0.0
2024-02-19,Baghabari  50 MW Peaking PP,125474.0,2247239.34
2024-02-19,Bera 70 MW Peaking PP,48808.0,895626.8
2024-02-19,Chapainawabganj 100 MW Peaking PP,797480.0,13405638.799999999
2024-02-19,Amnura 50 MW PP(Sinha),347560.0,7396076.800000001
2024-02-19,Katakhali 50 MW PP (Northern),409405.0,7803259.3
2024-02-19,Katakhali 50 MW Peaking PP,303807.0,5441183.37
2024-02-19,Natore 52 MW PP (Rajlanka) ,50813.0,898881.9700000001
2024-02-19,Santahar  50 MW Peaking PP,245500.0,4396905.0
2024-02-19,Bogra 22 MW PP (GBB),0.0,0.0
2024-02-19,Bogura 20 MW PP (Energyprima),0.0,0.0
2024-02-19,Ullapara 11 MW PP  (Summit),134010.0,101445.57
2024-02-19,Barapukuria TPP Unit-1 ,0.0,0.0
2024-02-19,Barapukuria TPP  Unit-2,0.0,0.0
2024-02-19,Barapukuria 275 MW TPP Unit-3,4120600.0,34777864.0
2024-02-19,Rangpur 20 MW  GTPP,0.0,0.0
2024-02-19,Saidpur 20 MW GTPP,0.0,0.0
2024-02-19,Sirajgonj 225MW CCPP Unit-1  (Gas),0.0,0.0
2024-02-19,Sirajgonj  225MW CCPP Unit-1(Oil),0.0,0.0
2024-02-19,Sirajgonj 225 MW CCPP   Unit-2  (Gas),0.0,0.0
2024-02-19,Sirajgonj 225 MW CCPP   Unit-2  (Oil),0.0,0.0
2024-02-19,Bhola 95 MW PP (Aggreko),0.0,0.0
2024-02-19, Noapara 100 MW PP (Bangla Trac),0.0,0.0
2024-02-19,Sirajgonj 225MW CCPP Unit-3  (Gas),4642455.0,15459375.15
2024-02-19,Sirajgonj 225MW CCPP Unit-3  (Oil),0.0,0.0
2024-02-19,Sirajgonj 400 MW CCPP Unit-4,8805236.0,25711289.12
2024-02-19,Rupsha 105 MW PP (Orion rupsha),355680.0,6444921.600000001
2024-02-19,Baghabari 200 MW PP (Paramount),0.0,0.0
2024-02-19,Bagura 113 MW PP (Confidence)-2,262464.0,5233532.16
2024-02-19,Madhumati 100 MW PP,0.0,0.0
2024-02-19,Rangpur 113 MW PP (Confidence)  ,249484.0,5012133.56
2024-02-19,Sirajgonj 400MW CCPP Unit-4 (Oil),0.0,0.0
2024-02-19,Sympa Solar Power 8MW,35982.0,0.0
2024-02-19,Confidence Power Bogura Unit-1 113 MW,218880.0,4233139.2
2024-02-19,Payra 1320 MW,27959100.0,168034191.0
2024-02-19,Bhola Nutan Biddut BD LTD (GAS),4758491.0,14798907.01
2024-02-19,Bhola Nutan Biddut BD LTD (OIL),0.0,0.0
2024-02-19,United Payra Power Ltd.,248400.0,4806540.0
2024-02-19, Sirajgonj 6.55 MW Solar,26640.0,0.0
2024-02-19,Mongla Orion 100 MW Solar PP,516960.0,0.0
2024-02-19,Energypac Power Venture Thakurgaon Ltd.,332160.0,5623468.8
2024-02-19,Khulna 330 MW CCPP (OIL),0.0,0.0
2024-02-19,Khulna 330 MW CCPP (GAS),0.0,0.0
2024-02-19,Rampal 1320 MW (BIFPCL),0.0,0.0
2024-02-19,Intraco Solar  30 MW ,203356.0,0.0
2024-02-19,Barisal 307 MW ,4843600.0,36084820.0
2024-02-19,Adani Power Jharkhanda Ltd,28947300.0,203499519.0
2024-02-19,Teesta Solar Limited,1111250.0,0.0
2024-02-19,Kulna 225 MW CCPP (GAS),0.0,0.0
2024-02-19,WesternBlank,,
2024-02-19,Eastern Grid Total,127853923.0,705123408.04
2021-02-22,Ghorasal TPP (Unit-1&2),0.0,0.0
2021-02-22,Ghorasal Repowered CCPP Unit-3,0.0,0.0
2021-02-22,Ghorasal Repowered CCPP Unit-4,0.0,0.0
2021-02-22,Ghorasal TPP Unit-5,3572100.0,5250987.0
2021-02-22,Ghorasal 365 MW CCPP Unit-7,3675009.0,4079259.99
2021-02-22,Ghorashal 108MW PP (Regent),294818.0,389159.76
2021-02-22,Ghorashal 78.5 MW PP(MAX),0.0,0.0
2021-02-22,Haripur  412 MW CCPP,8399080.0,8483070.8
2021-02-22,Haripur 360MW CCPP(HPL),0.0,0.0
2021-02-22,Plant Removed,,
2021-02-22,Haripur GTPP,0.0,0.0
2021-02-22,Meghnaghat 450 MW CCPP(MPL),5673750.0,6184387.5
2021-02-22,Meghnaghat CCPP(Summit),6512931.0,7229353.410000001
2021-02-22,Meghnaghat 100 MW(IEL),0.0,0.0
2021-02-22,Madanganj 102 PP(Summit),547752.0,3774011.28
2021-02-22,Madanganj-55 MW PP(Summit),196911.0,1665867.06
2021-02-22,Siddhirganj 335 MW CCPP,22164.0,23050.56
2021-02-22,210 MW Siddhirgonj TPP,0.0,0.0
2021-02-22,Siddhirgonj 2*120 MW GTPP ,1308000.0,2262840.0
2021-02-22,Siddhirganj 100 PP(Dutch Bangla),24960.0,187948.80000000002
2021-02-22,Gagnagar 102 MW PP (Digital Power),0.0,0.0
2021-02-22,Kodda 150MW PP,269760.0,2654438.4
2021-02-22,Keraniganj 100 MW PP (Powerpac),670862.0,6185347.640000001
2021-02-22,Bosila 108MW PP(CLC),0.0,0.0
2021-02-22,Pagla (DPA ),0.0,0.0
2021-02-22,Katpotti 52 MW PP (Sinha),0.0,0.0
2021-02-22,Kamalaghat 54 MW PP(Banco Energy),129960.0,948708.0
2021-02-22,Manikganj 55 MW PP (Northern),0.0,0.0
2021-02-22,Nababganj 55 MW PP (Southern power ),37090.0,365707.39999999997
2021-02-22,Narshingdi 22 MW PP  (Doreen),454392.0,340794.0
2021-02-22,Summit Ashulia,600000.0,450000.0
2021-02-22,Summit Madhabdi,655920.0,0.0
2021-02-22,Maona 33 MW PP(Summit),551000.0,0.0
2021-02-22,Rupganj 33 MW PP(Summit) ,603800.0,0.0
2021-02-22,Gazipur 52 MW PP,0.0,0.0
2021-02-22,Tongi 80 MW GTPP,0.0,0.0
2021-02-22,"Karnaphuli Hydro PP Unit-1, 2 & 3",0.0,0.0
2021-02-22,Karnaphuli Hydro PP Unit-4 & 5,1692000.0,456840.00000000006
2021-02-22,Chattogram TPP-1 ,0.0,0.0
2021-02-22,Chattogram TPP-2,0.0,0.0
2021-02-22,Raozan 25 MW PP,0.0,0.0
2021-02-22,Sikalbaha 225MW CCPP (Gas),0.0,0.0
2021-02-22,Sikalbaha 225MW CCPP(Oil),0.0,0.0
2021-02-22,Sikalbaha 150MW GTPP,0.0,0.0
2021-02-22,Sikalbaha 150MW GTPP(Oil),0.0,0.0
2021-02-22,Plant Removed,,
2021-02-22,Tangail Palli Power Gen 22 MW,206640.0,0.0
2021-02-22,Hathazari 100 MW peaking PP,0.0,0.0
2021-02-22,Dohazari -Kalaish 100 MW Peaking,161587.0,1567393.9
2021-02-22,Juldah 100 MW Unit-1 (Acorn),0.0,0.0
2021-02-22,Chattogram 108 MW PP (ECPV),0.0,0.0
2021-02-22,Patenga 50MW PP (Baraka),466560.0,3695155.2
2021-02-22,Barabkunda  22 MW PP (Regent),463872.0,584478.72
2021-02-22,"Malancha, Ctg. EPZ (United)",1081920.0,3213302.4000000004
2021-02-22,Ashuganj TPP Unit- 3,0.0,0.0
2021-02-22,Ashuganj TPP Unit- 4,0.0,0.0
2021-02-22,Ashuganj TPP Unit- 5,0.0,0.0
2021-02-22,Ashuganj 450 MW CCPP(North),6776800.0,5014832.0
2021-02-22,Ashuganj 450 MW CCPP(South),6591000.0,6591000.0
2021-02-22,Ashuganj 225 MW  CCPP ,5115000.0,4705800.0
2021-02-22,Ashuganj 195MW PP (APSCL-United) ,200727.0,258937.83000000002
2021-02-22,Chandpur 150 MW CCPP,1696970.0,1951515.4999999998
2021-02-22,Ashuganj 50 MW PP ,559296.0,632004.48
2021-02-22,Ashuganj 55 MW PP  (Precision) ,406560.0,569184.0
2021-02-22,Ashuganj 53MW PP (United),0.0,0.0
2021-02-22,Ashuganj  51 MW PP (Midland),0.0,0.0
2021-02-22,B.Baria (Aggreko) 85MW,0.0,0.0
2021-02-22,Titas 50 MW Peaking PP,0.0,0.0
2021-02-22,Jangalia 52 MW PP (Lakdanavi),0.0,0.0
2021-02-22,Feni  22MW PP (Doreen),502560.0,638251.2
2021-02-22,Feni 11 MW PP  (Doreen),247860.0,185895.0
2021-02-22,Jangalia 33MW PP (Summit) ,781600.0,1367800.0
2021-02-22,Cumilla 25 MW PP (Summit),479250.0,359437.5
2021-02-22,Impoprt (Tripura),2065920.0,15494400.0
2021-02-22,RPCL 210MW CCPP,4203760.0,4455985.600000001
2021-02-22,Jamalpur 95 MW PP(Powerpac),846720.0,7688217.6
2021-02-22,Tangail  22 MW PP (Doreen),476460.0,605104.2
2021-02-22,Sarishabari 3 MW Solar Plant,14200.0,226348.0
2021-02-22,Fenchugonj CCPP Phase-1,0.0,0.0
2021-02-22,Fenchugonj CCPP Phase-2,1021680.0,1634688.0
2021-02-22,Fenchugonj 51 MW PP  (Barakatullah) ,997200.0,1775016.0
2021-02-22,Fenchuganj  44MW (Energyprima),0.0,0.0
2021-02-22,Kushiara 163 MW CCPP (KP),197590.0,225252.59999999998
2021-02-22,Shajibazar 330 MW CCPP,3578000.0,3721120.0
2021-02-22,Shahjibazar GTPP Unit- 8 & 9 ,0.0,0.0
2021-02-22,Shahjibazar 86MW PP (Shahjibazar),1553280.0,2966764.8
2021-02-22,Shahjibazar  50MW PP (EPL)  ,0.0,0.0
2021-02-22,Sylhet 225 MW CCPP,0.0,0.0
2021-02-22,Sylhet  20 MW GTPP,431000.0,943890.0
2021-02-22,Sylhet  50MW PP (EPL),0.0,0.0
2021-02-22,Sylhet 10MW PP (Desh)  ,159480.0,325339.2
2021-02-22,Bibiana-II 341 MW CCPP (Summit),7410000.0,7484100.0
2021-02-22,Shahjahanulla 25 MW PP,282500.0,211875.0
2021-02-22,Hobiganj  11MW PP Cofidence-E,264000.0,200640.0
2021-02-22,Daudkandi 200 MW PP (B.Trac),0.0,0.0
2021-02-22,Kodda 300 MW PP Unit-2 (Summit) ,1367454.0,10337952.24
2021-02-22, Keranigonj 300 MW PP (APR),0.0,0.0
2021-02-22, Bramhangoan 100 MW PP (Aggreko),0.0,0.0
2021-02-22, Mymensingh 200 MW PP (United),3756000.0,19531200.0
2021-02-22,Aurahati 100MW PP (Aggreko),0.0,0.0
2021-02-22,Kodda 149 MW PP Unit-1 (Summit) ,261940.0,2577489.6
2021-02-22,Teknaf  20MW PP (Solartech),71550.0,836419.5
2021-02-22,Juldah 100 MW PP Unit-3 (Acorn),1292160.0,10531104.0
2021-02-22,Chandpur 200MW (Desh energy),869280.0,9431688.0
2021-02-22,Ashuganj 150MW PP (Midland),0.0,0.0
2021-02-22,Bibiyana-III     400 MW CCPP,9249000.0,8601570.0
2021-02-22,Jamalpur 115 MW PP (United),145200.0,1324224.0
2021-02-22,Gazipur 100 MW PP,0.0,0.0
2021-02-22,Sikalbaha 105 MW PP (Baraka Sikalbaha),0.0,0.0
2021-02-22,Kaptai 7 MW  Solar PP,26041.0,0.0
2021-02-22,Anwara 300 MW PP (United),5289164.0,39986079.839999996
2021-02-22,Jodiac Power,0.0,0.0
2021-02-22,Karnaphuli Power Ltd.,0.0,0.0
2021-02-22,Feni Lanka Power,0.0,0.0
2021-02-22,Chowmuhani 113 MW,51240.0,439126.8
2021-02-22,Juldah unit-2 (Acorn),1528320.0,10178611.200000001
2021-02-22,Bibiyana South 400 MW,0.0,0.0
2021-02-22,Meghnaghat 104 MW PP (OPCL),328320.0,0.0
2021-02-22,Sutiakhali 50 MW Solar PP,332840.0,0.0
2021-02-22,Manikgonj 162MW PP(MPGL),2604960.0,0.0
2021-02-22,Anlima Energy Ltd.,0.0,0.0
2021-02-22,Shahjibazar 100 MW GTPP,0.0,0.0
2021-02-22,Bhairob 54.5 MW,0.0,0.0
2021-02-22,Spectra Solar Plant Ltd.,214930.0,0.0
2021-02-22,EasternBlank,,
2021-02-22,Bheramara (HVDC ),15880727.0,91472987.52
2021-02-22,Bheramara GTPP Unit-3,0.0,0.0
2021-02-22,Bheramara 410 MW CCPP,8531712.0,8958297.6
2021-02-22,Khulna  115 MW PP  (KPCL-1 & 3),0.0,0.0
2021-02-22,Khulna 115 PP MW (KPCL-2),45120.0,354643.2
2021-02-22,Khulna  225 MW CCPP,0.0,0.0
2021-02-22,Khulna 60MW,0.0,0.0
2021-02-22,Khulna (Aggreeco) 55MW,0.0,0.0
2021-02-22,Faridpur 50 MW Peaking PP,0.0,0.0
2021-02-22,Gopalganj 100 MW Peaking PP,62848.0,658647.04
2021-02-22,Noapara 40 MW PP (Khanjahan Ali),0.0,0.0
2021-02-22,Bhola 225 MW  CCPP,0.0,0.0
2021-02-22,Bhola  33 MW PP (Venture),473200.0,733460.0
2021-02-22,Barisal 110 MW PP (Summit ),277728.0,2710625.28
2021-02-22,Barisal GT PP Unit-1& 2,0.0,0.0
2021-02-22,Baghabari  100 MW GTPP,0.0,0.0
2021-02-22,Baghabari 71 MW GTPP,0.0,0.0
2021-02-22,Baghabari  50 MW Peaking PP,0.0,0.0
2021-02-22,Bera 70 MW Peaking PP,0.0,0.0
2021-02-22,Chapainawabganj 100 MW Peaking PP,335840.0,2972184.0
2021-02-22,Amnura 50 MW PP(Sinha),0.0,0.0
2021-02-22,Katakhali 50 MW PP (Northern),0.0,0.0
2021-02-22,Katakhali 50 MW Peaking PP,0.0,0.0
2021-02-22,Natore 52 MW PP (Rajlanka) ,16320.0,158140.8
2021-02-22,Santahar  50 MW Peaking PP,0.0,0.0
2021-02-22,Bogra 22 MW PP (GBB),498240.0,956620.7999999999
2021-02-22,Bogura 20 MW PP (Energyprima),0.0,0.0
2021-02-22,Ullapara 11 MW PP  (Summit),232272.0,175829.904
2021-02-22,Barapukuria TPP Unit-1 ,0.0,0.0
2021-02-22,Barapukuria TPP  Unit-2,0.0,0.0
2021-02-22,Barapukuria 275 MW TPP Unit-3,3666400.0,19871888.0
2021-02-22,Rangpur 20 MW  GTPP,0.0,0.0
2021-02-22,Saidpur 20 MW GTPP,0.0,0.0
2021-02-22,Sirajgonj 225MW CCPP Unit-1  (Gas),0.0,0.0
2021-02-22,Sirajgonj  225MW CCPP Unit-1(Oil),0.0,0.0
2021-02-22,Sirajgonj 225 MW CCPP   Unit-2  (Gas),0.0,0.0
2021-02-22,Sirajgonj 225 MW CCPP   Unit-2  (Oil),0.0,0.0
2021-02-22,Bhola 95 MW PP (Aggreko),980544.0,1470816.0
2021-02-22, Noapara 100 MW PP (Bangla Trac),0.0,0.0
2021-02-22,Sirajgonj 225MW CCPP Unit-3  (Gas),4296573.0,5026990.41
2021-02-22,Sirajgonj 225MW CCPP Unit-3  (Oil),0.0,0.0
2021-02-22,Sirajgonj 400 MW CCPP Unit-4,8540945.0,8455535.55
2021-02-22,Rupsha 105 MW PP (Orion rupsha),359040.0,3748377.5999999996
2021-02-22,Baghabari 200 MW PP (Paramount),0.0,0.0
2021-02-22,Bagura 113 MW PP (Confidence)-2,1214016.0,11521011.84
2021-02-22,Madhumati 100 MW PP,0.0,0.0
2021-02-22,Rangpur 113 MW PP (Confidence)  ,772800.0,5996928.0
2021-02-22,Sirajgonj 400MW CCPP Unit-4 (Oil),0.0,0.0
2021-02-22,Sympa Solar Power 8MW,38667.0,427270.35000000003
2021-02-22,Confidence Power Bogura Unit-1 113 MW,636864.0,4706424.96
2021-02-22,Payra 1320 MW,11739000.0,51534209.99999999
2021-02-22,Bhola Nutan Biddut BD LTD (GAS),107900.0,0.0
2021-02-22,Bhola Nutan Biddut BD LTD (OIL),0.0,0.0
2021-02-22,United Payra Power Ltd.,0.0,0.0
2021-02-22,WesternBlank,,
2021-02-22,Eastern Grid Total,112520650.0,244000965.51
2024-12-19,Ghorasal TPP (Unit-1&2),0.0,0.0
2024-12-19,Ghorasal Repowered CCPP:Unit-3 (GT,0.0,0.0
2024-12-19,Ghorasal Repowered CCPP Unit-4,0.0,0.0
2024-12-19,Ghorasal TPP Unit-5,0.0,0.0
2024-12-19,Ghorasal 365 MW CCPP Unit-7,0.0,0.0
2024-12-19,Ghorashal 108 MW PP (Regent),0.0,0.0
2024-12-19,Ghorashal 78.5 MW PP(MAX),0.0,0.0
2024-12-19,Haripur  412 MW CCPP,5860800.0,16879104.0
2024-12-19,Haripur 360 MW CCPP(HPL),0.0,0.0
2024-12-19,Plant Removed,,
2024-12-19,Haripur GTPP ,0.0,0.0
2024-12-19,Meghnaghat 450 MW CCPP(MPL),0.0,0.0
2024-12-19,Meghnaghat CCPP(Summit),0.0,0.0
2024-12-19,Meghnaghat 100 MW(IEL),0.0,0.0
2024-12-19,Madanganj 102 PP(Summit),0.0,0.0
2024-12-19,Madanganj-55 MW PP(Summit),0.0,0.0
2024-12-19,Siddhirganj 335 MW CCPP,7029639.0,21440398.95
2024-12-19,210 MW Siddhirgonj TPP,0.0,0.0
2024-12-19,Siddhirgonj 2*120 MW GTPP ,0.0,0.0
2024-12-19,Siddhirganj 100 PP(Dutch Bangla),0.0,0.0
2024-12-19,Gagnagar 102 MW PP (Digital Power),11808.0,211953.6
2024-12-19,Kodda 150 MW PP,153600.0,2982912.0000000005
2024-12-19,Keraniganj 100 MW PP (Powerpac),0.0,0.0
2024-12-19,Bosila 108 MW PP(CLC),0.0,0.0
2024-12-19,Pagla (DPA ),0.0,0.0
2024-12-19,Katpotti 52 MW PP (Sinha),0.0,0.0
2024-12-19,Kamalaghat 54 MW PP(Banco Energy),79560.0,1452765.6
2024-12-19,Manikganj 55 MW PP (Northern),152060.0,2396465.6
2024-12-19,Nababganj 55 MW PP (Southern power ),34382.0,628846.78
